Trạm,Suất bảo đảm (%),Tháng 1,Tháng 2,Tháng 3,Tháng 4,Tháng 5,Tháng 6,Tháng 7,Tháng 8,Tháng 9,Tháng 10,Tháng 11,Tháng 12,Năm
95. Kỳ Anh,80,"74,5","44,8","30,5","25,5","73,8","42,2","19,7","86,0","314,0","376,0","190,7","101,2","2311,0"
95. Kỳ Anh,70,"87,4","54,0","37,9","33,7","87,6","50,7","34,5","106,1","367,8","489,7","238,5","121,1","2461,3"
95. Kỳ Anh,60,"101,1","61,3","45,3","42,3","94,3","73,9","42,9","129,9","459,2","566,2","313,8","139,7","2563,6"
95. Kỳ Anh,50,"107,9","66,4","52,7","52,4","126,6","101,0","66,3","191,8","505,0","700,0","349,4","176,1","2780,8"
95. Kỳ Anh,40,"120,0","73,5","62,3","60,6","147,1","114,7","101,3","221,4","568,1","780,7","391,4","214,8","3057,8"
95. Kỳ Anh,30,"130,2","80,4","78,7","76,1","182,4","141,8","124,8","295,3","606,8","881,7","529,4","241,2","3154,9"
95. Kỳ Anh,20,"142,6","93,6","95,0","100,3","227,8","173,8","155,1","403,8","664,5","1082,6","612,0","285,4","3342,3"
95. Kỳ Anh,10,"155,5","103,7","113,9","132,0","281,5","214,6","218,7","502,4","961,9","1400,8","747,4","355,3","3619,5"
95. Kỳ Anh,5,"188,7","123,0","132,9","153,1","381,8","296,7","303,0","523,0","1102,2","1512,4","767,1","416,8","3738,0"
96. Hà Tĩnh,95,"44,2","19,3","24,5","16,4","36,7","13,9","6,6","29,3","132,2","171,4","79,6","42,9","1689,5"
96. Hà Tĩnh,90,"53,2","29,9","31,1","18,8","39,9","33,5","11,1","55,1","178,2","238,3","91,6","58,0","1764,6"
96. Hà Tĩnh,80,"68,6","36,5","37,9","32,6","79,6","43,2","21,3","87,4","276,3","322,8","147,1","70,6","2023,8"
96. Hà Tĩnh,70,"74,9","48,0","39,3","42,1","97,6","55,6","38,4","118,2","333,2","468,1","209,0","96,2","2274,6"
96. Hà Tĩnh,60,"80,8","52,4","44,5","50,6","111,1","82,7","54,3","154,9","395,9","564,4","251,9","106,8","2538,7"
96. Hà Tĩnh,50,"89,1","55,3","50,8","65,8","124,9","111,0","61,7","184,8","492,6","614,5","285,4","128,0","2716,4"
96. Hà Tĩnh,40,"99,5","66,1","62,9","75,5","146,2","130,1","84,9","218,2","520,2","754,0","322,2","157,3","2882,4"
96. Hà Tĩnh,30,"104,4","73,3","77,1","93,9","174,0","159,7","141,4","280,7","611,6","923,0","355,5","178,7","2986,7"
96. Hà Tĩnh,20,"131,7","81,2","88,2","112,4","214,5","203,2","166,9","325,3","767,9","1022,8","411,3","229,9","3184,4"
96. Hà Tĩnh,10,"146,1","96,0","98,4","126,7","287,9","255,8","257,0","495,5","925,2","1292,0","544,3","322,3","3523,2"
96. Hà Tĩnh,5,"175,9","100,2","129,2","178,7","338,3","347,5","353,6","649,7","1013,7","1751,2","636,3","375,7","3708,1"
97. Tuyên Hoá,95,"12,4","10,8","9,7","12,1","42,7","25,3","20,2","51,2","154,1","151,6","61,9","24,7","1518,2"
97. Tuyên Hoá,90,"17,9","12,2","15,9","18,7","54,6","34,5","31,8","83,1","186,9","261,3","72,2","30,2","1766,9"
97. Tuyên Hoá,80,"23,8","16,5","21,7","31,2","80,9","50,4","41,4","125,6","253,9","328,1","94,5","40,3","1850,4"
97. Tuyên Hoá,70,"31,6","21,9","27,3","38,9","97,4","82,2","54,8","146,9","319,3","418,1","134,2","52,3","1998,0"
97. Tuyên Hoá,60,"40,5","29,0","31,3","55,8","119,6","104,9","70,8","166,3","379,6","505,6","161,7","60,6","2163,0"
97. Tuyên Hoá,50,"44,9","33,8","45,0","66,3","141,0","118,8","95,0","199,5","442,4","576,0","199,1","72,0","2271,6"
97. Tuyên Hoá,40,"52,0","37,5","55,9","83,5","160,5","134,8","133,8","243,8","505,7","681,2","217,2","82,3","2449,4"
97. Tuyên Hoá,30,"59,6","48,1","65,8","102,2","168,0","151,2","163,0","296,4","597,2","835,4","257,2","91,6","2639,8"
97. Tuyên Hoá,20,"70,1","61,3","78,1","112,9","190,0","171,5","210,6","410,8","704,2","972,5","303,3","109,2","2960,2"
97. Tuyên Hoá,10,"79,3","76,1","94,3","153,8","255,7","206,6","309,4","503,2","844,7","1147,4","422,4","165,0","3088,4"
97. Tuyên Hoá,5,"84,5","88,4","108,3","169,5","348,4","226,1","381,0","559,7","1119,8","1306,0","489,5","173,0","3329,2"
98. Ba Đồn,95,"16,0","8,1","6,8","5,9","15,2","1,4","3,5","41,3","122,9","182,8","63,4","25,8","1249,6"
98. Ba Đồn,90,"18,3","9,8","11,0","10,2","27,8","5,2","5,1","48,2","149,2","220,8","73,2","35,6","1391,5"
98. Ba Đồn,80,"28,9","14,4","15,3","15,9","38,5","24,1","12,2","60,5","222,9","302,8","96,6","42,7","1588,5"
98. Ba Đồn,70,"33,6","21,8","17,6","23,7","56,1","45,2","21,5","84,9","262,7","364,6","132,4","56,3","1719,7"
98. Ba Đồn,60,"39,7","24,2","25,5","31,4","71,4","57,3","30,5","101,1","286,2","426,9","182,1","66,1","1838,1"
98. Ba Đồn,50,"45,0","28,4","28,0","42,8","89,0","80,0","44,7","121,4","317,1","546,3","210,5","81,7","2038,9"
98. Ba Đồn,40,"52,1","34,1","39,7","52,5","107,1","91,5","62,5","139,0","392,4","654,5","303,1","94,0","2145,1"
98. Ba Đồn,30,"66,3","38,4","51,0","56,9","136,8","108,4","115,4","222,2","470,3","722,9","322,0","113,5","2310,2"
98. Ba Đồn,20,"80,6","45,7","63,0","66,6","166,0","132,6","169,2","281,7","640,0","861,3","379,3","139,8","2381,0"
98. Ba Đồn,10,"86,5","67,5","75,2","111,2","225,3","163,8","185,7","384,9","753,3","1031,3","447,9","164,1","2733,7"
98. Ba Đồn,5,"91,4","82,2","83,6","121,9","291,4","205,1","317,2","426,4","1012,9","1323,1","591,5","197,8","2858,7"
99. Đồng Hới,95,"17,8","6,9","7,4","7,5","15,1","3,4","3,9","39,8","133,4","199,3","76,3","30,7","1501,6"
99. Đồng Hới,90,"24,6","8,2","9,7","9,9","25,2","8,9","5,9","46,5","156,1","293,8","103,8","40,7","1617,6"
99. Đồng Hới,80,"31,3","17,3","16,0","18,0","44,6","24,9","11,8","67,6","222,8","345,1","152,2","73,4","1787,4"
99. Đồng Hới,70,"38,5","21,4","21,1","20,1","54,4","42,2","18,4","77,0","285,3","437,5","198,1","83,0","1941,9"
99. Đồng Hới,60,"47,8","28,0","25,3","26,7","78,2","55,4","34,1","95,4","352,2","513,6","244,0","96,3","2052,3"
99. Đồng Hới,50,"53,4","31,6","30,7","44,7","98,0","66,6","43,9","132,0","417,7","598,7","290,3","109,1","2143,2"
99. Đồng Hới,40,"61,3","38,3","43,7","53,0","125,2","82,6","64,1","174,3","454,1","681,7","340,2","134,5","2293,0"
99. Đồng Hới,30,"72,4","45,4","59,9","73,3","135,9","95,2","90,2","215,6","564,0","793,4","371,3","153,0","2425,3"
99. Đồng Hới,20,"85,6","58,1","77,4","99,9","149,9","119,0","125,8","286,4","681,7","1008,4","456,5","175,3","2598,4"
99. Đồng Hới,10,"99,8","77,5","85,4","142,0","211,1","139,7","172,3","343,6","924,4","1104,7","544,3","215,0","2725,4"
99. Đồng Hới,5,"128,1","104,9","98,8","178,7","327,1","187,9","252,7","381,5","967,4","1267,4","628,5","246,9","2857,6"
100. Cồn Cỏ,95,"27,2","9,6","9,5","3,5","8,0","0,2","0,0","10,7","113,7","115,1","110,6","57,1","1533,2"
100. Cồn Cỏ,90,"43,2","14,3","11,5","4,1","10,7","1,5","0,5","30,8","135,8","179,6","123,1","85,6","1638,7"
100. Cồn Cỏ,80,"68,3","23,7","15,5","10,6","18,0","3,4","44,2","162,0","266,0","165,7","102,4","1856,7",
100. Cồn Cỏ,70,"89,0","36,0","24,5","18,3","20,8","7,9","9,4","63,0","243,9","374,8","186,8","122,7","1944,0"
100. Cồn Cỏ,60,"123,2","48,3","32,8","30,4","29,5","37,3","21,7","86,9","299,3","465,3","236,7","147,3","2068,6"
100. Cồn Cỏ,50,"142,5","60,1","41,1","49,8","55,0","56,4","27,8","119,2","354,0","499,3","278,1","227,9","2206,4"
100. Cồn Cỏ,40,"158,4","70,5","49,6","58,2","78,9","74,7","37,1","143,5","418,3","580,6","314,5","255,4","2275,6"
100. Cồn Cỏ,30,"173,0","87,6","65,6","65,3","85,7","91,7","56,8","235,5","505,1","653,9","368,9","300,1","2490,6"
100. Cồn Cỏ,20,"217,8","110,3","96,9","85,2","108,7","134,6","94,2","283,8","591,6","702,8","428,5","365,1","2636,4"
100. Cồn Cỏ,10,"248,8","134,6","113,2","143,8","154,8","173,0","167,4","386,7","737,9","824,0","496,5","419,8","2781,4"
100. Cồn Cỏ,5,"314,2","163,5","228,5","195,9","237,5","212,2","256,4","441,9","1006,6","875,7","652,5","454,5","3053,5"
101. Đông Hà,95,"11,1","2,8","2,0","3,3","7,4","4,3","2,0","30,5","108,0","88,7","123,6","48,5","1667,6"
101. Đông Hà,90,"13,5","7,4","5,7","6,1","23,5","9,3","5,3","36,1","140,0","307,5","159,5","60,3","1730,5"
101. Đông Hà,80,"22,6","9,1","11,6","16,9","60,7","30,5","15,9","48,1","177,5","354,7","239,4","73,4","1935,1"
101. Đông Hà,70,"26,7","17,2","14,6","23,0","75,5","42,8","25,3","70,0","228,3","423,6","291,2","111,0","1999,4"
101. Đông Hà,60,"34,1","19,3","20,1","36,4","93,8","66,6","32,3","90,6","273,3","488,0","344,3","152,4","2071,3"
101. Đông Hà,50,"44,0","29,1","27,3","48,0","105,5","80,4","49,9","130,7","348,0","571,2","362,8","174,5","2169,5"
101. Đông Hà,40,"56,7","34,8","34,6","76,0","127,5","95,5","75,2","175,5","411,7","670,2","453,2","225,0","2338,2"
101. Đông Hà,30,"63,8","41,1","43,8","99,2","135,6","103,5","94,5","239,8","446,4","803,9","482,0","237,4","2526,0"
101. Đông Hà,20,"72,4","48,2","60,7","104,5","157,8","122,0","131,3","264,8","581,1","921,4","543,4","268,0","2666,6"
101. Đông Hà,10,"117,4","56,4","78,4","128,6","209,7","202,7","204,3","329,7","724,0","1100,2","607,0","338,9","2927,2"
101. Đông Hà,5,"130,8","76,8","86,8","152,3","283,3","268,4","234,9","360,4","771,8","1202,7","738,6","438,2","2987,6"
102. Khe Sanh,95,"3,0","0,3","1,7","15,9","58,5","29,0","69,1","119,9","112,5","131,8","51,1","13,0","1519,2"
102. Khe Sanh,90,"4,3","1,2","2,0","33,1","64,0","47,2","77,2","133,9","154,7","150,8","74,0","18,3","1661,1"
102. Khe Sanh,80,"6,0","2,1","6,7","39,0","83,0","93,3","116,2","158,9","180,8","182,2","98,4","26,5","1768,7"
102. Khe Sanh,70,"7,5","5,9","12,0","48,5","100,0","122,0","156,3","179,0","202,9","221,8","117,7","40,0","1860,0"
102. Khe Sanh,60,"9,1","7,0","24,0","55,9","121,6","144,0","193,0","207,4","268,5","323,1","126,2","43,2","1941,6"
102. Khe Sanh,50,"13,8","7,8","32,7","71,8","137,3","159,2","238,8","267,7","322,2","396,7","161,8","51,9","2015,2"
102. Khe Sanh,40,"16,1","14,0","47,9","81,9","161,0","204,2","253,5","311,9","360,2","473,2","220,8","65,1","2169,2"
102. Khe Sanh,30,"20,0","18,1","57,2","120,3","217,4","265,8","271,7","373,4","485,6","519,0","239,0","82,3","2310,7"
102. Khe Sanh,20,"33,0","30,0","65,2","151,2","249,7","312,0","291,1","385,7","575,2","662,4","321,2","99,6","2494,7"
102. Khe Sanh,10,"44,0","40,5","70,1","165,2","258,0","340,6","357,5","459,7","658,7","796,0","368,0","123,8","2619,3"
102. Khe Sanh,5,"49,8","57,8","80,9","186,0","288,1","381,6","428,6","488,5","728,1","1205,3","411,4","129,1","2911,4"
103. A Lưới,95,"19,6","6,2","12,2","58,2","108,9","61,1","28,1","74,4","115,0","260,1","190,6","65,3","2228,5"
103. A Lưới,90,"24,0","7,9","18,4","82,2","164,0","69,5","35,2","104,6","200,9","300,7","279,0","74,3","2574,8"
103. A Lưới,80,"29,4","14,2","23,5","97,0","197,6","89,8","63,7","139,1","228,0","406,8","377,1","105,9","2727,1"
103. A Lưới,70,"44,4","18,2","29,1","113,5","215,7","117,4","100,1","170,7","268,7","436,8","414,5","132,6","2887,6"
103. A Lưới,60,"47,2","23,9","41,7","132,7","227,8","146,8","129,2","185,7","325,3","604,0","503,5","216,2","3040,8"
103. A Lưới,50,"66,5","32,2","63,2","155,0","237,5","160,2","162,3","210,6","419,1","730,3","583,0","291,0","3401,3"
103. A Lưới,40,"77,6","34,9","69,5","164,1","258,4","191,9","189,5","234,7","482,8","963,1","740,9","324,3","3730,2"
103. A Lưới,30,"85,1","55,2","92,9","185,6","278,3","212,4","228,0","288,0","520,5","1080,6","837,4","418,1","4184,8"
103. A Lưới,20,"94,9","66,0","109,8","220,1","302,4","281,0","249,9","299,4","624,6","1259,6","1059,4","495,2","4526,1"
103. A Lưới,10,"156,3","138,2","130,2","271,7","374,6","324,8","263,6","357,2","749,1","1460,2","1320,2","585,1","5068,1"
103. A Lưới,5,"186,8","160,8","152,2","304,3","407,8","454,0","365,6","445,9","805,9","2032,3","1981,3","755,8","5479,6"
104. Nam Đông,95,"37,3","6,8","6,6","8,9","57,0","35,4","65,5","67,4","121,3","288,8","250,0","88,6","2162,2"
104. Nam Đông,90,"41,5","9,7","8,9","25,7","81,4","71,9","85,7","79,0","155,2","366,2","259,0","115,2","2515,4"
104. Nam Đông,80,"69,5","13,4","20,0","43,2","112,2","104,0","104,9","129,3","211,8","444,5","301,9","141,5","2780,2"
104. Nam Đông,70,"83,8","23,0","34,6","56,5","123,2","126,5","123,7","136,7","255,2","532,9","489,2","166,3","3368,9"
104. Nam Đông,60,"95,0","35,4","39,8","70,0","147,7","164,4","143,5","181,8","321,6","697,8","598,0","253,1","3501,2"
104. Nam Đông,50,"113,7","42,0","54,8","86,1","204,1","172,3","167,2","197,6","412,0","747,3","733,5","278,0","3597,2"
104. Nam Đông,40,"127,0","52,8","66,1","101,7","227,6","184,4","186,4","219,5","494,6","896,9","785,8","327,3","3872,8"
104. Nam Đông,30,"139,4","69,2","79,5","130,0","263,9","214,6","197,4","241,3","569,6","1237,3","926,4","399,2","4236,3"
104. Nam Đông,20,"159,2","86,0","90,8","157,1","317,7","261,7","210,0","295,7","686,8","1609,9","1193,8","463,8","4508,0"
104. Nam Đông,10,"199,2","124,6","123,8","204,6","362,4","298,5","232,0","483,5","916,6","1726,3","1618,2","587,9","5000,3"
104. Nam Đông,5,"215,1","139,5","138,0","234,7","425,0","397,5","255,4","552,8","1091,4","1775,8","2013,0","645,4","5301,3"
105. Huế,95,"28,7","3,4","7,2","4,3","11,7","12,9","11,3","18,0","58,6","271,4","247,1","89,2","2017,0"
105. Huế,90,"44,7","12,1","8,8","5,7","25,8","16,9","19,3","22,8","87,4","367,0","282,3","104,2","2082,2"
105. Huế,80,"60,1","23,7","14,0","11,5","42,7","33,8","25,0","52,0","177,4","411,3","349,6","137,0","2285,5"
105. Huế,70,"73,4","29,6","18,8","24,9","60,6","47,6","33,0","72,6","247,3","558,5","421,9","208,8","2388,4"
105. Huế,60,"81,9","46,2","25,9","33,6","68,6","59,5","51,9","99,0","295,2","643,1","491,9","272,4","2622,2"
105. Huế,50,"98,7","51,4","36,4","51,0","85,2","78,0","59,7","116,2","319,7","681,9","559,3","316,9","2832,7"
105. Huế,40,"113,8","69,4","45,0","58,1","118,6","93,9","69,0","136,0","363,6","803,0","636,3","371,0","3076,5"
105. Huế,30,"146,8","85,7","62,9","72,8","152,3","106,0","90,5","155,9","523,8","959,3","716,0","392,6","3308,4"
105. Huế,20,"193,3","91,3","76,5","84,2","185,0","122,3","114,2","181,2","662,0","1039,8","829,7","501,7","3506,5"
105. Huế,10,"256,3","135,8","111,6","124,5","224,3","231,4","197,8","264,1","745,0","1368,2","1033,3","575,3","3804,7"
105. Huế,5,"307,6","144,5","170,6","160,5","250,3","327,4","367,0","375,2","1132,5","1531,0","1326,1","726,5","4192,2"
106. Đà Nẵng,95,"16,9","0,2","0,9","0,1","7,7","7,0","8,6","37,2","71,3","260,7","172,2","51,9","1395,0"
106. Đà Nẵng,90,"21,1","0,7","1,3","15,4","16,8","19,6","55,6","122,0","319,2","184,8","63,7","1630,6",
106. Đà Nẵng,80,"28,7","2,9","1,8","6,1","21,2","29,0","35,7","73,4","148,0","363,0","252,6","87,6","1739,5"
106. Đà Nẵng,70,"40,4","8,4","3,7","10,9","36,8","33,7","41,7","79,6","176,8","439,4","281,6","129,6","1867,9"
106. Đà Nẵng,60,"51,8","13,6","5,3","13,0","46,3","46,8","52,7","92,9","203,4","517,0","299,2","164,6","2013,1"
106. Đà Nẵng,50,"67,7","18,3","12,7","16,8","62,9","65,4","61,5","131,1","252,8","589,0","329,0","179,5","2131,2"
106. Đà Nẵng,40,"80,8","24,6","18,0","25,1","68,0","78,6","81,3","147,8","331,5","689,8","417,0","198,0","2236,8"
106. Đà Nẵng,30,"88,5","33,9","29,4","34,6","98,6","96,8","111,2","154,0","420,7","767,2","542,2","230,9","2367,6"
106. Đà Nẵng,20,"115,6","40,0","42,9","54,2","114,8","107,5","133,5","180,0","526,4","881,8","606,0","303,3","2525,5"
106. Đà Nẵng,10,"157,9","57,0","61,5","73,7","157,1","165,7","189,7","262,4","697,2","996,1","801,2","407,2","2941,5"
106. Đà Nẵng,5,"208,2","61,2","73,2","135,8","224,8","223,5","246,0","333,2","833,3","1038,7","1086,4","483,8","3195,7"
107. Tam Kỳ,95,"37,1","0,4","1,7","0,5","14,0","17,9","18,6","19,2","104,6","204,6","212,5","100,1","1719,0"
107. Tam Kỳ,90,"39,1","1,5","2,3","0,6","17,6","22,5","27,9","25,7","113,3","353,9","267,4","123,5","1857,6"
107. Tam Kỳ,80,"55,5","9,5","6,6","4,3","26,7","27,4","35,2","33,3","150,7","410,9","319,8","169,4","2095,2"
107. Tam Kỳ,70,"73,9","20,4","9,9","6,6","34,7","56,4","41,4","46,0","180,5","509,1","361,3","203,8","2379,6"
107. Tam Kỳ,60,"86,1","26,7","13,4","14,1","41,0","75,0","46,2","76,2","228,1","534,1","473,4","251,3","2473,8"
107. Tam Kỳ,50,"89,0","34,6","18,1","19,0","52,4","94,3","62,5","89,8","273,0","622,3","575,2","308,6","2690,9"
107. Tam Kỳ,40,"121,2","50,8","25,8","32,0","72,1","104,2","75,7","154,5","350,4","738,9","656,1","357,0","2976,6"
107. Tam Kỳ,30,"145,0","59,1","60,2","47,5","85,1","109,8","101,9","175,6","396,0","872,0","734,5","404,6","3188,4"
107. Tam Kỳ,20,"222,3","79,8","95,0","77,9","137,5","124,4","146,1","219,2","421,8","1049,7","826,3","506,9","3402,8"
107. Tam Kỳ,10,"246,6","103,9","127,2","112,2","234,1","186,1","208,3","272,4","540,9","1187,9","1169,4","803,6","3455,6"
107. Tam Kỳ,5,"315,4","148,0","207,6","251,6","350,3","256,2","226,9","340,4","712,1","1302,4","1199,4","959,2","3804,3"
108. Trà My,95,"46,3","1,2","4,3","8,5","119,8","80,3","32,1","73,2","172,5","386,5","297,1","156,5","2774,7"
108. Trà My,90,"53,5","2,5","9,1","19,0","157,1","91,6","50,2","82,2","197,2","410,3","424,4","190,5","3204,8"
108. Trà My,80,"80,2","18,0","14,1","35,0","170,8","138,7","93,2","137,3","245,3","516,0","598,3","245,0","3393,3"
108. Trà My,70,"88,8","28,6","27,3","59,7","199,6","159,8","107,5","147,3","286,7","571,3","707,5","285,6","3647,1"
108. Trà My,60,"110,0","38,5","38,9","79,5","230,1","175,2","144,8","170,4","311,0","636,6","839,3","343,0","3828,2"
108. Trà My,50,"119,6","51,0","43,2","88,8","249,5","195,4","167,6","199,9","348,6","849,1","964,6","426,3","3995,6"
108. Trà My,40,"128,9","63,4","55,2","106,6","278,0","217,0","180,2","249,4","387,6","1031,9","1077,2","489,7","4181,3"
108. Trà My,30,"157,1","82,6","95,7","139,9","306,3","232,9","204,2","258,6","486,1","1182,6","1188,1","568,6","4508,0"
108. Trà My,20,"182,6","114,3","164,3","158,1","336,2","304,4","241,7","310,0","585,8","1341,0","1412,5","653,6","5152,3"
108. Trà My,10,"343,5","189,4","207,6","171,6","479,2","326,3","307,3","370,4","660,0","1480,5","1749,3","907,9","5384,3"
108. Trà My,5,"380,1","215,9","300,9","227,4","533,7","358,8","386,9","701,7","1908,8","2004,7","1077,8","5736,7",
109. Ba Tơ,95,"47,4","3,0","3,6","4,3","56,6","84,5","56,1","44,3","105,9","172,4","326,4","57,1","2428,4"
109. Ba Tơ,90,"67,1","8,4","6,7","10,7","77,1","90,2","68,1","62,7","127,4","253,3","369,9","108,1","2626,8"
109. Ba Tơ,80,"81,2","16,4","13,4","19,8","100,6","104,6","82,0","72,3","177,2","410,4","433,9","230,5","2966,3"
109. Ba Tơ,70,"89,1","25,1","27,0","31,9","122,7","115,9","92,9","104,5","247,4","549,6","593,8","272,3","3062,1"
109. Ba Tơ,60,"103,4","37,0","38,0","41,7","144,2","143,4","109,3","121,8","286,6","579,4","829,2","373,5","3287,5"
109. Ba Tơ,50,"136,5","47,9","47,8","57,5","167,1","153,0","124,4","161,9","315,2","691,4","943,5","427,9","3562,1"
109. Ba Tơ,40,"152,2","81,9","56,7","86,3","189,1","165,1","148,2","182,7","336,5","825,2","1043,2","510,1","3916,1"
109. Ba Tơ,30,"176,7","97,9","67,7","105,1","226,4","193,8","152,6","240,1","390,0","999,3","1209,3","636,2","4339,6"
109. Ba Tơ,20,"225,0","106,5","126,1","134,8","257,0","230,9","165,5","273,5","421,1","1065,4","1505,4","752,3","4452,7"
109. Ba Tơ,10,"294,4","148,6","198,0","170,4","366,6","261,9","213,5","309,8","603,2","1411,9","1780,5","1072,3","4828,9"
109. Ba Tơ,5,"358,3","195,4","228,6","206,9","401,9","271,9","250,0","362,6","656,4","1611,4","1880,7","1296,6","5273,7"
110. Quảng Ngãi,95,"22,9","1,4","3,8","0,7","3,7","5,6","12,8","23,6","97,9","196,3","161,8","68,2","1676,1"
110. Quảng Ngãi,90,"41,2","3,8","4,7","1,8","10,6","8,3","22,8","38,1","106,5","258,1","178,2","88,2","1789,3"
110. Quảng Ngãi,80,"56,3","12,0","6,1","4,2","20,5","27,5","31,8","63,0","142,3","394,0","235,1","144,1","2038,9"
110. Quảng Ngãi,70,"65,4","16,6","11,2","8,3","29,2","47,4","43,1","85,8","198,5","451,8","414,0","170,3","2166,1"
110. Quảng Ngãi,60,"92,4","24,3","17,8","13,8","45,7","52,0","61,6","97,6","222,9","549,9","474,9","179,8","2356,7"
110. Quảng Ngãi,50,"107,3","29,3","24,8","25,3","50,8","71,0","74,1","111,9","282,8","600,0","557,0","210,7","2509,8"
110. Quảng Ngãi,40,"119,2","37,3","35,0","33,5","78,5","111,9","83,9","133,7","321,9","730,8","598,7","250,0","2601,9"
110. Quảng Ngãi,30,"143,6","50,5","46,1","39,0","105,9","136,9","97,5","174,3","353,0","832,2","656,3","303,9","2766,0"
110. Quảng Ngãi,20,"190,1","64,8","67,3","67,0","134,1","162,7","141,4","191,8","455,0","936,2","772,8","409,6","3059,1"
110. Quảng Ngãi,10,"240,5","98,3","100,9","77,7","223,3","198,8","189,3","253,5","551,6","1019,5","1192,3","560,6","3302,6"
110. Quảng Ngãi,5,"285,0","112,3","115,1","143,3","325,8","222,9","215,1","278,2","683,9","1099,7","1335,7","794,7","3540,5"
111. Lý Sơn,95,"29,3","7,2","5,6","0,2","1,8","0,5","1,5","5,2","107,5","258,7","121,4","60,6","1513,3"
111. Lý Sơn,90,"36,4","8,7","9,0","0,6","7,9","0,7","2,9","13,8","160,9","276,4","136,9","83,1","1724,7"
111. Lý Sơn,80,"51,1","12,5","21,3","2,5","25,4","4,5","6,0","19,0","194,1","336,5","161,8","97,1","1981,7"
111. Lý Sơn,70,"59,5","15,5","36,5","6,3","45,6","11,3","10,1","27,9","235,5","387,4","237,9","128,5","2112,3"
111. Lý Sơn,60,"85,2","19,4","44,8","9,6","54,7","18,4","15,6","38,7","258,4","444,6","293,9","151,5","2242,6"
111. Lý Sơn,50,"94,0","29,4","64,9","16,6","67,6","23,7","26,4","63,2","287,0","550,5","340,7","209,8","2255,0"
