STTSTTSTT,Tên sản phẩmTên sản phẩmTên sản phẩm,Chỉ tiêu kỹ thuậtChỉ tiêu kỹ thuậtChỉ tiêu kỹ thuật,Mức yêu cầuMức yêu cầuMức yêu cầu,Phương pháp thửPhương pháp thửPhương pháp thử,"Phương pháp lấy mẫu, quy cách mẫuPhương pháp lấy mẫu, quy cách mẫuPhương pháp lấy mẫu, quy cách mẫu","Mã hàng hóa xuất khẩu, nhập khẩu (HS)Mã hàng hóa xuất khẩu, nhập khẩu (HS)Mã hàng hóa xuất khẩu, nhập khẩu (HS)"
2.6.1.2.6.1.2.6.1.,Đầu phun kín (Sprinkler)Đầu phun kín (Sprinkler)Đầu phun kín (Sprinkler),11. Phân bố nước11. Phân bố nước11. Phân bố nước,6.4.2 TCVN 6305-1:20076.4.2 TCVN 6305-1:20076.4.2 TCVN 6305-1:2007,7.12 TCVN 6305-1:20077.12 TCVN 6305-1:20077.12 TCVN 6305-1:2007,"Mẫu được lấy ngẫu nhiên tại lô phương tiện, số lượng mẫu được lấy phụ thuộc vào số lượng phương tiện trong lô (n), cụ thể như sau:Mẫu được lấy ngẫu nhiên tại lô phương tiện, số lượng mẫu được lấy phụ thuộc vào số lượng phương tiện trong lô (n), cụ thể như sau:Mẫu được lấy ngẫu nhiên tại lô phương tiện, số lượng mẫu được lấy phụ thuộc vào số lượng phương tiện trong lô (n), cụ thể như sau:1. Lô phương tiện thử nghiệm lần đầu:1. Lô phương tiện thử nghiệm lần đầu:1. Lô phương tiện thử nghiệm lần đầu:- Đối với các sprinkler không phải loại sprinkler lắp chìm, sprinkler lắp chìm có nắp đậy và sprinkler trần:- Đối với các sprinkler không phải loại sprinkler lắp chìm, sprinkler lắp chìm có nắp đậy và sprinkler trần:- Đối với các sprinkler không phải loại sprinkler lắp chìm, sprinkler lắp chìm có nắp đậy và sprinkler trần:+ Nếu 194 ≤ n < 10.000 thì lấy 194 mẫu;+ Nếu 194 ≤ n < 10.000 thì lấy 194 mẫu;+ Nếu 194 ≤ n < 10.000 thì lấy 194 mẫu;+ Nếu n > 10.000 thì lấy 388 mẫu;+ Nếu n > 10.000 thì lấy 388 mẫu;+ Nếu n > 10.000 thì lấy 388 mẫu;- Đối với các sprinkler lắp chìm, sprinkler lắp chìm có nắp đậy và sprinkler trần, số lượng lấy mẫu tăng thêm 10 mẫu;- Đối với các sprinkler lắp chìm, sprinkler lắp chìm có nắp đậy và sprinkler trần, số lượng lấy mẫu tăng thêm 10 mẫu;- Đối với các sprinkler lắp chìm, sprinkler lắp chìm có nắp đậy và sprinkler trần, số lượng lấy mẫu tăng thêm 10 mẫu;2. Lô phương tiện thử nghiệm các lần kế tiếp:2. Lô phương tiện thử nghiệm các lần kế tiếp:2. Lô phương tiện thử nghiệm các lần kế tiếp:+ Nếu 124 ≤ n < 10.000 thì lấy 124 mẫu;+ Nếu 124 ≤ n < 10.000 thì lấy 124 mẫu;+ Nếu 124 ≤ n < 10.000 thì lấy 124 mẫu;+ Nếu n > 10000 thì lấy 248 mẫu.+ Nếu n > 10000 thì lấy 248 mẫu.+ Nếu n > 10000 thì lấy 248 mẫu.",8424.90.308424.90.308424.90.30
2.6.1.2.6.1.2.6.1.,Đầu phun kín (Sprinkler)Đầu phun kín (Sprinkler)Đầu phun kín (Sprinkler),12. Ăn mòn do sương muối (*)12. Ăn mòn do sương muối (*)12. Ăn mòn do sương muối (*),6.11.3 TCVN 6305-1:20076.11.3 TCVN 6305-1:20076.11.3 TCVN 6305-1:2007,7.13.3 TCVN 6305-1:20077.13.3 TCVN 6305-1:20077.13.3 TCVN 6305-1:2007,"Mẫu được lấy ngẫu nhiên tại lô phương tiện, số lượng mẫu được lấy phụ thuộc vào số lượng phương tiện trong lô (n), cụ thể như sau:Mẫu được lấy ngẫu nhiên tại lô phương tiện, số lượng mẫu được lấy phụ thuộc vào số lượng phương tiện trong lô (n), cụ thể như sau:Mẫu được lấy ngẫu nhiên tại lô phương tiện, số lượng mẫu được lấy phụ thuộc vào số lượng phương tiện trong lô (n), cụ thể như sau:1. Lô phương tiện thử nghiệm lần đầu:1. Lô phương tiện thử nghiệm lần đầu:1. Lô phương tiện thử nghiệm lần đầu:- Đối với các sprinkler không phải loại sprinkler lắp chìm, sprinkler lắp chìm có nắp đậy và sprinkler trần:- Đối với các sprinkler không phải loại sprinkler lắp chìm, sprinkler lắp chìm có nắp đậy và sprinkler trần:- Đối với các sprinkler không phải loại sprinkler lắp chìm, sprinkler lắp chìm có nắp đậy và sprinkler trần:+ Nếu 194 ≤ n < 10.000 thì lấy 194 mẫu;+ Nếu 194 ≤ n < 10.000 thì lấy 194 mẫu;+ Nếu 194 ≤ n < 10.000 thì lấy 194 mẫu;+ Nếu n > 10.000 thì lấy 388 mẫu;+ Nếu n > 10.000 thì lấy 388 mẫu;+ Nếu n > 10.000 thì lấy 388 mẫu;- Đối với các sprinkler lắp chìm, sprinkler lắp chìm có nắp đậy và sprinkler trần, số lượng lấy mẫu tăng thêm 10 mẫu;- Đối với các sprinkler lắp chìm, sprinkler lắp chìm có nắp đậy và sprinkler trần, số lượng lấy mẫu tăng thêm 10 mẫu;- Đối với các sprinkler lắp chìm, sprinkler lắp chìm có nắp đậy và sprinkler trần, số lượng lấy mẫu tăng thêm 10 mẫu;2. Lô phương tiện thử nghiệm các lần kế tiếp:2. Lô phương tiện thử nghiệm các lần kế tiếp:2. Lô phương tiện thử nghiệm các lần kế tiếp:+ Nếu 124 ≤ n < 10.000 thì lấy 124 mẫu;+ Nếu 124 ≤ n < 10.000 thì lấy 124 mẫu;+ Nếu 124 ≤ n < 10.000 thì lấy 124 mẫu;+ Nếu n > 10000 thì lấy 248 mẫu.+ Nếu n > 10000 thì lấy 248 mẫu.+ Nếu n > 10000 thì lấy 248 mẫu.",8424.90.308424.90.308424.90.30
2.6.1.2.6.1.2.6.1.,Đầu phun kín (Sprinkler)Đầu phun kín (Sprinkler)Đầu phun kín (Sprinkler),13. Thử ăn mòn do sunfua đioxit (*)13. Thử ăn mòn do sunfua đioxit (*)13. Thử ăn mòn do sunfua đioxit (*),6.11.2 TCVN 6305-1:20076.11.2 TCVN 6305-1:20076.11.2 TCVN 6305-1:2007,7.13.2 TCVN 6305-1:20077.13.2 TCVN 6305-1:20077.13.2 TCVN 6305-1:2007,"Mẫu được lấy ngẫu nhiên tại lô phương tiện, số lượng mẫu được lấy phụ thuộc vào số lượng phương tiện trong lô (n), cụ thể như sau:Mẫu được lấy ngẫu nhiên tại lô phương tiện, số lượng mẫu được lấy phụ thuộc vào số lượng phương tiện trong lô (n), cụ thể như sau:Mẫu được lấy ngẫu nhiên tại lô phương tiện, số lượng mẫu được lấy phụ thuộc vào số lượng phương tiện trong lô (n), cụ thể như sau:1. Lô phương tiện thử nghiệm lần đầu:1. Lô phương tiện thử nghiệm lần đầu:1. Lô phương tiện thử nghiệm lần đầu:- Đối với các sprinkler không phải loại sprinkler lắp chìm, sprinkler lắp chìm có nắp đậy và sprinkler trần:- Đối với các sprinkler không phải loại sprinkler lắp chìm, sprinkler lắp chìm có nắp đậy và sprinkler trần:- Đối với các sprinkler không phải loại sprinkler lắp chìm, sprinkler lắp chìm có nắp đậy và sprinkler trần:+ Nếu 194 ≤ n < 10.000 thì lấy 194 mẫu;+ Nếu 194 ≤ n < 10.000 thì lấy 194 mẫu;+ Nếu 194 ≤ n < 10.000 thì lấy 194 mẫu;+ Nếu n > 10.000 thì lấy 388 mẫu;+ Nếu n > 10.000 thì lấy 388 mẫu;+ Nếu n > 10.000 thì lấy 388 mẫu;- Đối với các sprinkler lắp chìm, sprinkler lắp chìm có nắp đậy và sprinkler trần, số lượng lấy mẫu tăng thêm 10 mẫu;- Đối với các sprinkler lắp chìm, sprinkler lắp chìm có nắp đậy và sprinkler trần, số lượng lấy mẫu tăng thêm 10 mẫu;- Đối với các sprinkler lắp chìm, sprinkler lắp chìm có nắp đậy và sprinkler trần, số lượng lấy mẫu tăng thêm 10 mẫu;2. Lô phương tiện thử nghiệm các lần kế tiếp:2. Lô phương tiện thử nghiệm các lần kế tiếp:2. Lô phương tiện thử nghiệm các lần kế tiếp:+ Nếu 124 ≤ n < 10.000 thì lấy 124 mẫu;+ Nếu 124 ≤ n < 10.000 thì lấy 124 mẫu;+ Nếu 124 ≤ n < 10.000 thì lấy 124 mẫu;+ Nếu n > 10000 thì lấy 248 mẫu.+ Nếu n > 10000 thì lấy 248 mẫu.+ Nếu n > 10000 thì lấy 248 mẫu.",8424.90.308424.90.308424.90.30
2.6.1.2.6.1.2.6.1.,Đầu phun kín (Sprinkler)Đầu phun kín (Sprinkler)Đầu phun kín (Sprinkler),14. Độ bền chịu nhiệt (đối với Sprinkler mở nhanh) (*)14. Độ bền chịu nhiệt (đối với Sprinkler mở nhanh) (*)14. Độ bền chịu nhiệt (đối với Sprinkler mở nhanh) (*),6.15 TCVN 6305-1:20076.15 TCVN 6305-1:20076.15 TCVN 6305-1:2007,7.15 TCVN 6305-1:20077.15 TCVN 6305-1:20077.15 TCVN 6305-1:2007,"Mẫu được lấy ngẫu nhiên tại lô phương tiện, số lượng mẫu được lấy phụ thuộc vào số lượng phương tiện trong lô (n), cụ thể như sau:Mẫu được lấy ngẫu nhiên tại lô phương tiện, số lượng mẫu được lấy phụ thuộc vào số lượng phương tiện trong lô (n), cụ thể như sau:Mẫu được lấy ngẫu nhiên tại lô phương tiện, số lượng mẫu được lấy phụ thuộc vào số lượng phương tiện trong lô (n), cụ thể như sau:1. Lô phương tiện thử nghiệm lần đầu:1. Lô phương tiện thử nghiệm lần đầu:1. Lô phương tiện thử nghiệm lần đầu:- Đối với các sprinkler không phải loại sprinkler lắp chìm, sprinkler lắp chìm có nắp đậy và sprinkler trần:- Đối với các sprinkler không phải loại sprinkler lắp chìm, sprinkler lắp chìm có nắp đậy và sprinkler trần:- Đối với các sprinkler không phải loại sprinkler lắp chìm, sprinkler lắp chìm có nắp đậy và sprinkler trần:+ Nếu 194 ≤ n < 10.000 thì lấy 194 mẫu;+ Nếu 194 ≤ n < 10.000 thì lấy 194 mẫu;+ Nếu 194 ≤ n < 10.000 thì lấy 194 mẫu;+ Nếu n > 10.000 thì lấy 388 mẫu;+ Nếu n > 10.000 thì lấy 388 mẫu;+ Nếu n > 10.000 thì lấy 388 mẫu;- Đối với các sprinkler lắp chìm, sprinkler lắp chìm có nắp đậy và sprinkler trần, số lượng lấy mẫu tăng thêm 10 mẫu;- Đối với các sprinkler lắp chìm, sprinkler lắp chìm có nắp đậy và sprinkler trần, số lượng lấy mẫu tăng thêm 10 mẫu;- Đối với các sprinkler lắp chìm, sprinkler lắp chìm có nắp đậy và sprinkler trần, số lượng lấy mẫu tăng thêm 10 mẫu;2. Lô phương tiện thử nghiệm các lần kế tiếp:2. Lô phương tiện thử nghiệm các lần kế tiếp:2. Lô phương tiện thử nghiệm các lần kế tiếp:+ Nếu 124 ≤ n < 10.000 thì lấy 124 mẫu;+ Nếu 124 ≤ n < 10.000 thì lấy 124 mẫu;+ Nếu 124 ≤ n < 10.000 thì lấy 124 mẫu;+ Nếu n > 10000 thì lấy 248 mẫu.+ Nếu n > 10000 thì lấy 248 mẫu.+ Nếu n > 10000 thì lấy 248 mẫu.",8424.90.308424.90.308424.90.30
2.6.1.2.6.1.2.6.1.,Đầu phun kín (Sprinkler)Đầu phun kín (Sprinkler)Đầu phun kín (Sprinkler),15. Va đập thủy lực15. Va đập thủy lực15. Va đập thủy lực,6.13 TCVN 6305-1:20076.13 TCVN 6305-1:20076.13 TCVN 6305-1:2007,7.16 TCVN 6305-1:20077.16 TCVN 6305-1:20077.16 TCVN 6305-1:2007,"Mẫu được lấy ngẫu nhiên tại lô phương tiện, số lượng mẫu được lấy phụ thuộc vào số lượng phương tiện trong lô (n), cụ thể như sau:Mẫu được lấy ngẫu nhiên tại lô phương tiện, số lượng mẫu được lấy phụ thuộc vào số lượng phương tiện trong lô (n), cụ thể như sau:Mẫu được lấy ngẫu nhiên tại lô phương tiện, số lượng mẫu được lấy phụ thuộc vào số lượng phương tiện trong lô (n), cụ thể như sau:1. Lô phương tiện thử nghiệm lần đầu:1. Lô phương tiện thử nghiệm lần đầu:1. Lô phương tiện thử nghiệm lần đầu:- Đối với các sprinkler không phải loại sprinkler lắp chìm, sprinkler lắp chìm có nắp đậy và sprinkler trần:- Đối với các sprinkler không phải loại sprinkler lắp chìm, sprinkler lắp chìm có nắp đậy và sprinkler trần:- Đối với các sprinkler không phải loại sprinkler lắp chìm, sprinkler lắp chìm có nắp đậy và sprinkler trần:+ Nếu 194 ≤ n < 10.000 thì lấy 194 mẫu;+ Nếu 194 ≤ n < 10.000 thì lấy 194 mẫu;+ Nếu 194 ≤ n < 10.000 thì lấy 194 mẫu;+ Nếu n > 10.000 thì lấy 388 mẫu;+ Nếu n > 10.000 thì lấy 388 mẫu;+ Nếu n > 10.000 thì lấy 388 mẫu;- Đối với các sprinkler lắp chìm, sprinkler lắp chìm có nắp đậy và sprinkler trần, số lượng lấy mẫu tăng thêm 10 mẫu;- Đối với các sprinkler lắp chìm, sprinkler lắp chìm có nắp đậy và sprinkler trần, số lượng lấy mẫu tăng thêm 10 mẫu;- Đối với các sprinkler lắp chìm, sprinkler lắp chìm có nắp đậy và sprinkler trần, số lượng lấy mẫu tăng thêm 10 mẫu;2. Lô phương tiện thử nghiệm các lần kế tiếp:2. Lô phương tiện thử nghiệm các lần kế tiếp:2. Lô phương tiện thử nghiệm các lần kế tiếp:+ Nếu 124 ≤ n < 10.000 thì lấy 124 mẫu;+ Nếu 124 ≤ n < 10.000 thì lấy 124 mẫu;+ Nếu 124 ≤ n < 10.000 thì lấy 124 mẫu;+ Nếu n > 10000 thì lấy 248 mẫu.+ Nếu n > 10000 thì lấy 248 mẫu.+ Nếu n > 10000 thì lấy 248 mẫu.",8424.90.308424.90.308424.90.30
2.6.1.2.6.1.2.6.1.,Đầu phun kín (Sprinkler)Đầu phun kín (Sprinkler)Đầu phun kín (Sprinkler),16. Thử rung16. Thử rung16. Thử rung,6.16 TCVN 6305-1:20076.16 TCVN 6305-1:20076.16 TCVN 6305-1:2007,7.17 TCVN 6305-1:20077.17 TCVN 6305-1:20077.17 TCVN 6305-1:2007,"Mẫu được lấy ngẫu nhiên tại lô phương tiện, số lượng mẫu được lấy phụ thuộc vào số lượng phương tiện trong lô (n), cụ thể như sau:Mẫu được lấy ngẫu nhiên tại lô phương tiện, số lượng mẫu được lấy phụ thuộc vào số lượng phương tiện trong lô (n), cụ thể như sau:Mẫu được lấy ngẫu nhiên tại lô phương tiện, số lượng mẫu được lấy phụ thuộc vào số lượng phương tiện trong lô (n), cụ thể như sau:1. Lô phương tiện thử nghiệm lần đầu:1. Lô phương tiện thử nghiệm lần đầu:1. Lô phương tiện thử nghiệm lần đầu:- Đối với các sprinkler không phải loại sprinkler lắp chìm, sprinkler lắp chìm có nắp đậy và sprinkler trần:- Đối với các sprinkler không phải loại sprinkler lắp chìm, sprinkler lắp chìm có nắp đậy và sprinkler trần:- Đối với các sprinkler không phải loại sprinkler lắp chìm, sprinkler lắp chìm có nắp đậy và sprinkler trần:+ Nếu 194 ≤ n < 10.000 thì lấy 194 mẫu;+ Nếu 194 ≤ n < 10.000 thì lấy 194 mẫu;+ Nếu 194 ≤ n < 10.000 thì lấy 194 mẫu;+ Nếu n > 10.000 thì lấy 388 mẫu;+ Nếu n > 10.000 thì lấy 388 mẫu;+ Nếu n > 10.000 thì lấy 388 mẫu;- Đối với các sprinkler lắp chìm, sprinkler lắp chìm có nắp đậy và sprinkler trần, số lượng lấy mẫu tăng thêm 10 mẫu;- Đối với các sprinkler lắp chìm, sprinkler lắp chìm có nắp đậy và sprinkler trần, số lượng lấy mẫu tăng thêm 10 mẫu;- Đối với các sprinkler lắp chìm, sprinkler lắp chìm có nắp đậy và sprinkler trần, số lượng lấy mẫu tăng thêm 10 mẫu;2. Lô phương tiện thử nghiệm các lần kế tiếp:2. Lô phương tiện thử nghiệm các lần kế tiếp:2. Lô phương tiện thử nghiệm các lần kế tiếp:+ Nếu 124 ≤ n < 10.000 thì lấy 124 mẫu;+ Nếu 124 ≤ n < 10.000 thì lấy 124 mẫu;+ Nếu 124 ≤ n < 10.000 thì lấy 124 mẫu;+ Nếu n > 10000 thì lấy 248 mẫu.+ Nếu n > 10000 thì lấy 248 mẫu.+ Nếu n > 10000 thì lấy 248 mẫu.",8424.90.308424.90.308424.90.30
2.6.1.2.6.1.2.6.1.,Đầu phun kín (Sprinkler)Đầu phun kín (Sprinkler)Đầu phun kín (Sprinkler),17. Va đập17. Va đập17. Va đập,6.17 TCVN 6305-1:20076.17 TCVN 6305-1:20076.17 TCVN 6305-1:2007,7.18 TCVN 6305-1:20077.18 TCVN 6305-1:20077.18 TCVN 6305-1:2007,"Mẫu được lấy ngẫu nhiên tại lô phương tiện, số lượng mẫu được lấy phụ thuộc vào số lượng phương tiện trong lô (n), cụ thể như sau:Mẫu được lấy ngẫu nhiên tại lô phương tiện, số lượng mẫu được lấy phụ thuộc vào số lượng phương tiện trong lô (n), cụ thể như sau:Mẫu được lấy ngẫu nhiên tại lô phương tiện, số lượng mẫu được lấy phụ thuộc vào số lượng phương tiện trong lô (n), cụ thể như sau:1. Lô phương tiện thử nghiệm lần đầu:1. Lô phương tiện thử nghiệm lần đầu:1. Lô phương tiện thử nghiệm lần đầu:- Đối với các sprinkler không phải loại sprinkler lắp chìm, sprinkler lắp chìm có nắp đậy và sprinkler trần:- Đối với các sprinkler không phải loại sprinkler lắp chìm, sprinkler lắp chìm có nắp đậy và sprinkler trần:- Đối với các sprinkler không phải loại sprinkler lắp chìm, sprinkler lắp chìm có nắp đậy và sprinkler trần:+ Nếu 194 ≤ n < 10.000 thì lấy 194 mẫu;+ Nếu 194 ≤ n < 10.000 thì lấy 194 mẫu;+ Nếu 194 ≤ n < 10.000 thì lấy 194 mẫu;+ Nếu n > 10.000 thì lấy 388 mẫu;+ Nếu n > 10.000 thì lấy 388 mẫu;+ Nếu n > 10.000 thì lấy 388 mẫu;- Đối với các sprinkler lắp chìm, sprinkler lắp chìm có nắp đậy và sprinkler trần, số lượng lấy mẫu tăng thêm 10 mẫu;- Đối với các sprinkler lắp chìm, sprinkler lắp chìm có nắp đậy và sprinkler trần, số lượng lấy mẫu tăng thêm 10 mẫu;- Đối với các sprinkler lắp chìm, sprinkler lắp chìm có nắp đậy và sprinkler trần, số lượng lấy mẫu tăng thêm 10 mẫu;2. Lô phương tiện thử nghiệm các lần kế tiếp:2. Lô phương tiện thử nghiệm các lần kế tiếp:2. Lô phương tiện thử nghiệm các lần kế tiếp:+ Nếu 124 ≤ n < 10.000 thì lấy 124 mẫu;+ Nếu 124 ≤ n < 10.000 thì lấy 124 mẫu;+ Nếu 124 ≤ n < 10.000 thì lấy 124 mẫu;+ Nếu n > 10000 thì lấy 248 mẫu.+ Nếu n > 10000 thì lấy 248 mẫu.+ Nếu n > 10000 thì lấy 248 mẫu.",8424.90.308424.90.308424.90.30
2.6.1.2.6.1.2.6.1.,Đầu phun kín (Sprinkler)Đầu phun kín (Sprinkler)Đầu phun kín (Sprinkler),"18. Thử phản ứng nhiệt độ đối với sprinkler lắp chìm có nắp đậy, sprinkler trần và sprinkler lắp chìm (*)18. Thử phản ứng nhiệt độ đối với sprinkler lắp chìm có nắp đậy, sprinkler trần và sprinkler lắp chìm (*)18. Thử phản ứng nhiệt độ đối với sprinkler lắp chìm có nắp đậy, sprinkler trần và sprinkler lắp chìm (*)",6.24 TCVN 6305-1:20076.24 TCVN 6305-1:20076.24 TCVN 6305-1:2007,7.25 TCVN 6305-1:20077.25 TCVN 6305-1:20077.25 TCVN 6305-1:2007,"Mẫu được lấy ngẫu nhiên tại lô phương tiện, số lượng mẫu được lấy phụ thuộc vào số lượng phương tiện trong lô (n), cụ thể như sau:Mẫu được lấy ngẫu nhiên tại lô phương tiện, số lượng mẫu được lấy phụ thuộc vào số lượng phương tiện trong lô (n), cụ thể như sau:Mẫu được lấy ngẫu nhiên tại lô phương tiện, số lượng mẫu được lấy phụ thuộc vào số lượng phương tiện trong lô (n), cụ thể như sau:1. Lô phương tiện thử nghiệm lần đầu:1. Lô phương tiện thử nghiệm lần đầu:1. Lô phương tiện thử nghiệm lần đầu:- Đối với các sprinkler không phải loại sprinkler lắp chìm, sprinkler lắp chìm có nắp đậy và sprinkler trần:- Đối với các sprinkler không phải loại sprinkler lắp chìm, sprinkler lắp chìm có nắp đậy và sprinkler trần:- Đối với các sprinkler không phải loại sprinkler lắp chìm, sprinkler lắp chìm có nắp đậy và sprinkler trần:+ Nếu 194 ≤ n < 10.000 thì lấy 194 mẫu;+ Nếu 194 ≤ n < 10.000 thì lấy 194 mẫu;+ Nếu 194 ≤ n < 10.000 thì lấy 194 mẫu;+ Nếu n > 10.000 thì lấy 388 mẫu;+ Nếu n > 10.000 thì lấy 388 mẫu;+ Nếu n > 10.000 thì lấy 388 mẫu;- Đối với các sprinkler lắp chìm, sprinkler lắp chìm có nắp đậy và sprinkler trần, số lượng lấy mẫu tăng thêm 10 mẫu;- Đối với các sprinkler lắp chìm, sprinkler lắp chìm có nắp đậy và sprinkler trần, số lượng lấy mẫu tăng thêm 10 mẫu;- Đối với các sprinkler lắp chìm, sprinkler lắp chìm có nắp đậy và sprinkler trần, số lượng lấy mẫu tăng thêm 10 mẫu;2. Lô phương tiện thử nghiệm các lần kế tiếp:2. Lô phương tiện thử nghiệm các lần kế tiếp:2. Lô phương tiện thử nghiệm các lần kế tiếp:+ Nếu 124 ≤ n < 10.000 thì lấy 124 mẫu;+ Nếu 124 ≤ n < 10.000 thì lấy 124 mẫu;+ Nếu 124 ≤ n < 10.000 thì lấy 124 mẫu;+ Nếu n > 10000 thì lấy 248 mẫu.+ Nếu n > 10000 thì lấy 248 mẫu.+ Nếu n > 10000 thì lấy 248 mẫu.",8424.90.308424.90.308424.90.30
2.6.2.2.6.2.2.6.2.,Đầu phun hở (Drencher)Đầu phun hở (Drencher)Đầu phun hở (Drencher),1. Kiểm tra sơ bộ1. Kiểm tra sơ bộ1. Kiểm tra sơ bộ,4.5 TCVN 6305-1:20074.5 TCVN 6305-1:20074.5 TCVN 6305-1:2007,7.2 TCVN 6305-1:20077.2 TCVN 6305-1:20077.2 TCVN 6305-1:2007,"Mẫu được lấy ngẫu nhiên tại lô phương tiện, số lượng mẫu được lấy phụ thuộc vào số lượng phương tiện trong lô (n), cụ thể như sau:Mẫu được lấy ngẫu nhiên tại lô phương tiện, số lượng mẫu được lấy phụ thuộc vào số lượng phương tiện trong lô (n), cụ thể như sau:Mẫu được lấy ngẫu nhiên tại lô phương tiện, số lượng mẫu được lấy phụ thuộc vào số lượng phương tiện trong lô (n), cụ thể như sau:- Lô phương tiện thử nghiệm lần đầu:- Lô phương tiện thử nghiệm lần đầu:- Lô phương tiện thử nghiệm lần đầu:+ Nếu 39 ≤ n ≤ 10.000 thì lấy 39 mẫu;+ Nếu 39 ≤ n ≤ 10.000 thì lấy 39 mẫu;+ Nếu 39 ≤ n ≤ 10.000 thì lấy 39 mẫu;+ Nếu n > 10.000 thì lấy 78 mẫu;+ Nếu n > 10.000 thì lấy 78 mẫu;+ Nếu n > 10.000 thì lấy 78 mẫu;- Lô phương tiện thử nghiệm các lần kế tiếp:- Lô phương tiện thử nghiệm các lần kế tiếp:- Lô phương tiện thử nghiệm các lần kế tiếp:+ Nếu 19 ≤ n ≤ 10.000 thì lấy 19 mẫu;+ Nếu 19 ≤ n ≤ 10.000 thì lấy 19 mẫu;+ Nếu 19 ≤ n ≤ 10.000 thì lấy 19 mẫu;+ Nếu n > 10000 thì lấy 38 mẫu.+ Nếu n > 10000 thì lấy 38 mẫu.+ Nếu n > 10000 thì lấy 38 mẫu.",8424.90.308424.90.308424.90.30
2.6.2.2.6.2.2.6.2.,Đầu phun hở (Drencher)Đầu phun hở (Drencher)Đầu phun hở (Drencher),2. Đo kích thước2. Đo kích thước2. Đo kích thước,7.3 TCVN 6305-1:20077.3 TCVN 6305-1:20077.3 TCVN 6305-1:2007,7.3 TCVN 6305-1:20077.3 TCVN 6305-1:20077.3 TCVN 6305-1:2007,"Mẫu được lấy ngẫu nhiên tại lô phương tiện, số lượng mẫu được lấy phụ thuộc vào số lượng phương tiện trong lô (n), cụ thể như sau:Mẫu được lấy ngẫu nhiên tại lô phương tiện, số lượng mẫu được lấy phụ thuộc vào số lượng phương tiện trong lô (n), cụ thể như sau:Mẫu được lấy ngẫu nhiên tại lô phương tiện, số lượng mẫu được lấy phụ thuộc vào số lượng phương tiện trong lô (n), cụ thể như sau:- Lô phương tiện thử nghiệm lần đầu:- Lô phương tiện thử nghiệm lần đầu:- Lô phương tiện thử nghiệm lần đầu:+ Nếu 39 ≤ n ≤ 10.000 thì lấy 39 mẫu;+ Nếu 39 ≤ n ≤ 10.000 thì lấy 39 mẫu;+ Nếu 39 ≤ n ≤ 10.000 thì lấy 39 mẫu;+ Nếu n > 10.000 thì lấy 78 mẫu;+ Nếu n > 10.000 thì lấy 78 mẫu;+ Nếu n > 10.000 thì lấy 78 mẫu;- Lô phương tiện thử nghiệm các lần kế tiếp:- Lô phương tiện thử nghiệm các lần kế tiếp:- Lô phương tiện thử nghiệm các lần kế tiếp:+ Nếu 19 ≤ n ≤ 10.000 thì lấy 19 mẫu;+ Nếu 19 ≤ n ≤ 10.000 thì lấy 19 mẫu;+ Nếu 19 ≤ n ≤ 10.000 thì lấy 19 mẫu;+ Nếu n > 10000 thì lấy 38 mẫu.+ Nếu n > 10000 thì lấy 38 mẫu.+ Nếu n > 10000 thì lấy 38 mẫu.",8424.90.308424.90.308424.90.30
2.6.2.2.6.2.2.6.2.,Đầu phun hở (Drencher)Đầu phun hở (Drencher)Đầu phun hở (Drencher),3. Lưu lượng nước3. Lưu lượng nước3. Lưu lượng nước,6.4.1 TCVN 6305-1:20076.4.1 TCVN 6305-1:20076.4.1 TCVN 6305-1:2007,7.11 TCVN 6305-1:20077.11 TCVN 6305-1:20077.11 TCVN 6305-1:2007,"Mẫu được lấy ngẫu nhiên tại lô phương tiện, số lượng mẫu được lấy phụ thuộc vào số lượng phương tiện trong lô (n), cụ thể như sau:Mẫu được lấy ngẫu nhiên tại lô phương tiện, số lượng mẫu được lấy phụ thuộc vào số lượng phương tiện trong lô (n), cụ thể như sau:Mẫu được lấy ngẫu nhiên tại lô phương tiện, số lượng mẫu được lấy phụ thuộc vào số lượng phương tiện trong lô (n), cụ thể như sau:- Lô phương tiện thử nghiệm lần đầu:- Lô phương tiện thử nghiệm lần đầu:- Lô phương tiện thử nghiệm lần đầu:+ Nếu 39 ≤ n ≤ 10.000 thì lấy 39 mẫu;+ Nếu 39 ≤ n ≤ 10.000 thì lấy 39 mẫu;+ Nếu 39 ≤ n ≤ 10.000 thì lấy 39 mẫu;+ Nếu n > 10.000 thì lấy 78 mẫu;+ Nếu n > 10.000 thì lấy 78 mẫu;+ Nếu n > 10.000 thì lấy 78 mẫu;- Lô phương tiện thử nghiệm các lần kế tiếp:- Lô phương tiện thử nghiệm các lần kế tiếp:- Lô phương tiện thử nghiệm các lần kế tiếp:+ Nếu 19 ≤ n ≤ 10.000 thì lấy 19 mẫu;+ Nếu 19 ≤ n ≤ 10.000 thì lấy 19 mẫu;+ Nếu 19 ≤ n ≤ 10.000 thì lấy 19 mẫu;+ Nếu n > 10000 thì lấy 38 mẫu.+ Nếu n > 10000 thì lấy 38 mẫu.+ Nếu n > 10000 thì lấy 38 mẫu.",8424.90.308424.90.308424.90.30
